,f1_score,loss,val_f1_score,val_loss
0,0.3903827965259552,1.240498661994934,0.4462975561618805,1.030633807182312
1,0.4669894576072693,0.9977591633796692,0.4951964020729065,1.0144387483596802
2,0.5053025484085083,0.9495357871055603,0.5346959829330444,0.9322952032089233
3,0.5289150476455688,0.9227173328399658,0.5361156463623047,0.9318070411682129
4,0.540652334690094,0.9023484587669373,0.5269405245780945,0.9165439605712891
5,0.5519126653671265,0.8862885236740112,0.5324432253837585,0.9358607530593872
6,0.5580072402954102,0.8762826919555664,0.5564498901367188,0.9149886965751648
7,0.5665256977081299,0.8661523461341858,0.5454853773117065,0.8993157744407654
8,0.5726020932197571,0.859281599521637,0.5621345639228821,0.889771044254303
9,0.5770000219345093,0.8523270487785339,0.5692744851112366,0.8780684471130371
10,0.5832391977310181,0.8439574837684631,0.5665729641914368,0.8682138323783875
11,0.5840972661972046,0.8380774855613708,0.56853187084198,0.8848075866699219
12,0.5949308276176453,0.8324933648109436,0.5877450108528137,0.848482072353363
13,0.5962127447128296,0.825647234916687,0.5759536027908325,0.9030351042747498
14,0.599639892578125,0.8205164670944214,0.5849863290786743,0.8706158399581909
15,0.603604257106781,0.8135917782783508,0.5661791563034058,0.871841311454773
16,0.6049322485923767,0.8131023049354553,0.5897248983383179,0.8428096771240234
17,0.6099621653556824,0.8063547611236572,0.5919238328933716,0.8453031778335571
18,0.6137678027153015,0.8013309836387634,0.5847353339195251,0.8425954580307007
19,0.6143606305122375,0.7972525358200073,0.5967191457748413,0.8496226072311401
20,0.619511604309082,0.7919027805328369,0.598614513874054,0.849811851978302
21,0.6200137138366699,0.7887234091758728,0.6019816398620605,0.8362415432929993
22,0.6249061822891235,0.7826878428459167,0.5955744385719299,0.8579725623130798
23,0.6302645206451416,0.7807732820510864,0.6073571443557739,0.8432990908622742
24,0.6322939991950989,0.7746683955192566,0.604058027267456,0.8373327851295471
25,0.634042501449585,0.7721815705299377,0.5994123220443726,0.8661591410636902
26,0.6381837725639343,0.7686558365821838,0.6057813763618469,0.8413220047950745
