f1_score,loss,val_f1_score,val_loss
0.5326225757598877,1.2395282983779907,0.5076264142990112,1.015631079673767
0.5910084843635559,0.9998579025268555,0.523967444896698,0.986232578754425
0.6116843223571777,0.9608618021011353,0.5154353976249695,0.966301441192627
0.6245934367179871,0.9317277073860168,0.5367326736450195,0.9689396619796753
0.6322567462921143,0.9159983992576599,0.5590588450431824,0.9234606623649597
0.6437242031097412,0.8991068005561829,0.559676468372345,0.9542079567909241
0.6483649611473083,0.8863016366958618,0.5694834589958191,0.9129296541213989
0.6529154777526855,0.878987193107605,0.5643936395645142,0.9101125001907349
0.6550613045692444,0.8714706897735596,0.5611218214035034,0.9285071492195129
0.6611946821212769,0.8603692650794983,0.5709987878799438,0.9126116633415222
0.6669870018959045,0.8525676131248474,0.5498785376548767,0.9197624325752258
0.6679905652999878,0.8471109867095947,0.565716564655304,0.9291959404945374
0.6713711619377136,0.838994562625885,0.5666664838790894,0.9010483026504517
0.6749981045722961,0.833825409412384,0.5828166604042053,0.8876278400421143
0.6787768602371216,0.82332843542099,0.5633442997932434,0.942613422870636
0.681867241859436,0.8178675770759583,0.5731488466262817,0.8873178362846375
0.6851567029953003,0.8143913745880127,0.5844259858131409,0.8858840465545654
0.6877947449684143,0.8098721504211426,0.5811882615089417,0.8929484486579895
0.6893694400787354,0.80338054895401,0.5732845067977905,0.9251663684844971
0.683118462562561,0.8141140937805176,0.5625923871994019,0.9143257737159729
0.681209921836853,0.8168021440505981,0.5836157202720642,0.8787111639976501
0.6960722804069519,0.7913177013397217,0.573736310005188,0.8953204154968262
0.6943633556365967,0.7920827865600586,0.5851953625679016,0.8848310708999634
0.695977509021759,0.7908225655555725,0.5813339352607727,0.888961672782898
0.7009682655334473,0.7815729379653931,0.5848070979118347,0.8927648067474365
0.7023749351501465,0.779100775718689,0.5861783027648926,0.8745701909065247
0.703813374042511,0.7730739116668701,0.5833525657653809,0.8872153162956238
0.7068345546722412,0.767093300819397,0.5851178169250488,0.8808093070983887
0.7065150737762451,0.7656179070472717,0.5737022161483765,0.8974863290786743
0.7100841403007507,0.7600156664848328,0.5843514204025269,0.8769598603248596
0.7124571800231934,0.7575366497039795,0.5977868437767029,0.8699279427528381
0.7122586965560913,0.7542521953582764,0.5881651043891907,0.86667400598526
0.7154936790466309,0.7517825365066528,0.5945038795471191,0.8727117776870728
0.7146584987640381,0.753352165222168,0.5888487100601196,0.881008505821228
0.7168906331062317,0.7481594681739807,0.594295084476471,0.8716080188751221
0.7166519165039062,0.747633695602417,0.5879817008972168,0.8842787742614746
0.7162452340126038,0.7456095218658447,0.5947737693786621,0.8848188519477844
