# "asas_sn_id":661428169783,"ra_deg":267.67733,"dec_deg":-29.17089,"source_number":871137,"name":"OGLE-BLG-LPV-066023","variability_flag":0,"lii":0.37343116,"bii":-1.07363932,"variability_type":"SR","max_mag_type":null,"max_mag_limit":null,"max_mag":15.375,"max_mag_flag":null,"max_mag_system":"Ic","min_mag_type":"(","min_mag_limit":null,"min_mag":0.032,"min_mag_flag":null,"min_mag_system":"Ic","epoch":null,"epoch_flag":null,"period_limit":null,"period":42.962,"period_flag":null,"ref_bibcode_1":"2013AcA....63...21S","ref_bibcode_2":null,"ref_bibcode_others":null,"class":2900
asas_sn_id,jd,flux,flux_err,mag,mag_err,limit,fwhm,image_id,camera,quality,phot_filter
661428169783,2457457.8560842,7.979736743736332,0.06835094746344424,14.204809994632816,0.0093103958812622,17.625495046113986,1.54,bf190963,bf,G,V
661428169783,2457461.8148919,8.714070958958185,0.07017496822190986,14.109228674297057,0.008753330071661534,17.596900832076315,1.44,bf191862,bf,G,V
661428169783,2457464.8213989,8.932457424702344,0.13160678825573982,14.082354017326853,0.016014725847348112,16.914160666949105,1.40,bf192752,bf,B,V
661428169783,2457465.8036834,8.760662714445925,0.06679855243621521,14.103439003725606,0.008287857275175272,17.650438765773096,1.63,bf193025,bf,G,V
661428169783,2457466.9000981,8.369762004452296,0.15227774918204956,14.152998632180973,0.019775866088084258,16.755765271473205,1.51,bf194038,bf,G,V
661428169783,2457468.8085373,7.69433041609984,0.115109015460061,14.244354324035102,0.01626112842821022,17.059583045262226,1.59,bf194607,bf,G,V
661428169783,2457480.912654,8.31252337482073,0.07938112652396664,14.160449205643935,0.01037998081780858,17.46306324909618,1.46,bf198310,bf,G,V
661428169783,2457484.8493083,8.33969841147203,0.08118076200133208,14.156905540692954,0.010580713395548912,17.438723584938344,1.38,bf198932,bf,G,V
661428169783,2457486.920832,8.127932884388263,0.11098113863646963,14.184831132491006,0.01484161768395611,17.09923345306459,1.55,bf199768,bf,G,V
661428169783,2457522.7437162,8.525640817815853,0.06076934710858825,14.132963824451865,0.0077476449656990075,17.75314496763754,1.42,bf200044,bf,G,V
661428169783,2457523.7562812,8.494139215602312,0.08707896992711583,14.136982967944968,0.011143101362730909,17.36257318604827,1.51,bf200291,bf,B,V
661428169783,2457526.659775,9.09140269273158,0.18137335414096023,14.063204167662278,0.021684767116391362,16.565922682450363,1.45,bf200734,bf,B,V
661428169783,2457536.8333023,8.520138757997398,0.09795943451657063,14.133664735281615,0.012497172785328041,17.23474072007899,1.70,bf202487,bf,G,V
661428169783,2457545.6209803,7.861494113632662,0.08963012440156798,14.22101867057615,0.012392561369934793,17.331221395677574,2.11,bf202929,bf,G,V
661428169783,2457546.5770818,8.455029694199057,0.055003508830673675,14.141993561553036,0.007071107353183595,17.861380405523487,1.53,bf203392,bf,G,V
661428169783,2457548.5729183,9.069231294074855,0.06788457450311608,14.065855209713884,0.008136034751903956,17.63292864314706,1.57,bf204423,bf,G,V
661428169783,2457550.5770691,9.067985866408279,0.15828118929561108,14.066004318135334,0.018972765673446645,16.713783131640085,2.45,bf204844,bf,G,V
661428169783,2457554.5747067,8.56043714737678,0.09583644717183812,14.128541547191523,0.01216877707064977,17.258529630496916,1.43,bf205376,bf,G,V
661428169783,2457555.5487539,9.422254035097398,0.11818491669888301,14.024394381636391,0.013633878422141144,17.030951260106463,1.60,bf205660,bf,G,V
661428169783,2457557.6548068,8.454653056812104,0.09284172320007542,14.142041927788307,0.01193602101040819,17.292998412091578,1.57,bf206331,bf,G,V
661428169783,2457566.8111533,9.132433544033258,0.06970487847511696,14.058315103091296,0.008296383640816559,17.604198457733194,1.51,bf209291,bf,G,V
661428169783,2457567.7936151,9.48048906258606,0.11699434655018502,14.017704550701373,0.013413629523732935,17.04194420344358,1.55,bf209725,bf,G,V
661428169783,2457568.8314829,8.456522842165041,0.07926094314047927,14.141801838787611,0.010187780565810114,17.464708304230697,1.69,bf210193,bf,G,V
661428169783,2457569.8210995,9.093522984575573,0.12990639812057045,14.06295098239543,0.015527822043481026,16.92828004024322,1.65,bf210612,bf,B,V
661428169783,2457575.8094986,8.735626497813074,0.054632149168291934,14.106546262076431,0.006797768980847125,17.86873567988954,1.66,bf211448,bf,G,V
661428169783,2457576.8136752,9.163378938808144,0.06925939074210206,14.054642288063395,0.008215522566678696,17.611159726556814,1.51,bf211883,bf,G,V
661428169783,2457584.5564345,9.126922178334697,0.10135201163993618,14.058970535796515,0.012070359305234013,17.197775461142516,1.45,bf212606,bf,B,V
661428169783,2457589.6354355,8.753259023103995,0.13148510422156612,14.10435695418103,0.01632747199276872,16.915165006304605,2.14,bf214158,bf,G,V
661428169783,2457590.6474745,8.728402376522848,0.10436459771617125,14.107444507325129,0.012996625869517298,17.165973385132865,1.72,bf214560,bf,G,V
661428169783,2457591.7650402,8.550900904947605,0.20160082795701478,14.129751720785542,0.025626695616258965,16.451125615210184,1.64,bf215063,bf,B,V
661428169783,2457597.6735167,8.514552304433927,0.07306524823090126,14.134376860331052,0.00932741326114228,17.55307923343633,1.49,bf216500,bf,B,V
661428169783,2457598.7507776,8.988086248523631,0.11718540602901191,14.075613326513814,0.014171586454992575,17.040172570865046,1.51,bf216984,bf,B,V
661428169783,2457600.6590361,9.036408563367665,0.12119881850685621,14.06979175836807,0.01457856240997683,17.003610428227798,1.43,bf217459,bf,B,V
661428169783,2457601.502191,8.54484851655487,0.09634857163304225,14.13052048468302,0.012256122281616407,17.25274319211124,1.40,bf217718,bf,B,V
661428169783,2457602.5535682,8.282709452474025,0.07203476454606028,14.164350336777172,0.009453266176310857,17.56850104125452,1.50,bf218165,bf,G,V
661428169783,2457603.4950203,9.140488702706282,0.058407648817530695,14.057357863974884,0.006945643374939781,17.796182083184892,1.61,bf218545,bf,G,V
661428169783,2457604.4680134,8.70238561546338,0.05806005860346811,14.110685595496484,0.007251891853592078,17.80266271903917,2.07,bf218937,bf,G,V
661428169783,2457605.4763299,8.803401835570718,0.057364496426800464,14.098155089786546,0.007082797613014961,17.815748429948908,1.60,bf219365,bf,G,V
661428169783,2457606.4686258,9.044211571696561,0.07542077864559114,14.068854621354914,0.009064262437205518,17.518628864283304,1.64,bf219779,bf,G,V
661428169783,2457607.4651192,9.043998428035502,0.08147940746400893,14.068880209048736,0.009792634754988795,17.43473673853799,2.06,bf220196,bf,G,V
661428169783,2457608.675323,8.074688483379182,0.08621213751267759,14.191966963250351,0.011605258248087776,17.373435361258387,1.45,bf220756,bf,G,V
661428169783,2457609.465936,8.674855060757816,0.038013595172635466,14.114125836159118,0.004763091129275617,18.262509030258435,1.99,bf221016,bf,G,V
661428169783,2457610.514385,8.743286880991517,0.04585032863138656,14.10559458324933,0.005700066165976734,18.05900026163969,1.73,bf221407,bf,G,V
661428169783,2457611.4860004,8.607315553226725,0.07477938887863662,14.122612092143791,0.009443355937244519,17.52790161458278,1.99,bf221801,bf,B,V
661428169783,2457612.5218966,9.279750362601135,0.08500506502845138,14.040940671298245,0.009956820625898288,17.388744383850895,1.54,bf222190,bf,G,V
661428169783,2457617.5430019,8.473144397816549,0.10066249448595936,14.139669885419243,0.01291324091021489,17.20518717289966,1.49,bf223870,bf,G,V
661428169783,2457618.5987496,8.366817334223544,0.12298471823087223,14.153380685771104,0.015977286967709513,16.987728517524058,1.55,bf224327,bf,G,V
661428169783,2457619.6460386,7.819799591480471,0.11012523602907166,14.22679234713254,0.015307469470224393,17.10763926308892,1.56,bf224777,bf,G,V
661428169783,2457621.6857777,8.024211327914722,0.1061715341283493,14.198775509851655,0.014381954403716871,17.147336161797067,1.45,bf225612,bf,G,V
661428169783,2457623.686731,8.257708676198936,0.16110848443417738,14.167632511194919,0.02120659915842949,16.694560363145364,2.28,bf226436,bf,G,V
661428169783,2457624.6833519,7.87284756597838,0.07961303981833506,14.219451797725524,0.010991691649152657,17.45989587705446,1.57,bf226844,bf,G,V
661428169783,2457625.6833398,8.326435470542393,0.05468690440769345,14.158633602916703,0.007138983735593,17.867648042394606,1.44,bf227253,bf,G,V
661428169783,2457626.6799789,8.864409959606459,0.06784590338830483,14.09065682196603,0.008319284362664436,17.63354731967745,1.46,bf227659,bf,G,V
661428169783,2457629.5595826,7.768120751558303,0.08623205094259905,14.233991484908772,0.012066044433744982,17.373184604974675,1.68,bf228067,bf,G,V
661428169783,2457631.5461001,8.928967162425113,0.05883037043104912,14.082778340050746,0.007161640719819821,17.78835243624504,1.97,bf228851,bf,G,V
661428169783,2457633.5838539,8.447856504492151,0.05399408147893961,14.142915083729115,0.006947231995197762,17.881490999763393,1.66,bf229500,bf,G,V
661428169783,2457635.5720251,8.740344801921,0.06400073276370698,14.105959990374373,0.007959184156934512,17.696894027724543,1.47,bf230288,bf,G,V
661428169783,2457638.5270633,8.749814175750625,0.07016839068788411,14.104784330047798,0.008716755390018541,17.597002603430376,2.11,bf231202,bf,B,V
661428169783,2457639.5735921,9.164090253535834,0.07032972557938641,14.054558010180278,0.008341837735736185,17.59450908658558,2.00,bf231633,bf,G,V
661428169783,2457644.6114845,7.1080234704541425,0.42062304634253334,14.330409271613524,0.06432153260554525,15.652623732637217,1.61,bf233589,bf,B,V
661428169783,2457645.6034598,8.540952974840549,0.1018313376331335,14.131015577728764,0.012959471487995191,17.192652772182136,1.46,bf233973,bf,G,V
661428169783,2457649.55498,9.180702363997653,0.08235062322054985,14.052591634754625,0.009749967206199845,17.423189168148042,1.44,bf234797,bf,G,V
