,f1_score,loss,val_f1_score,val_loss
0,0.41934290528297424,1.2430548667907715,0.474641889333725,1.014289140701294
1,0.4970413148403168,0.9894449710845947,0.5116733908653259,0.9692903161048889
2,0.5204094052314758,0.9586019515991211,0.5311833620071411,0.93618243932724
3,0.5342212319374084,0.9371981024742126,0.5347715616226196,0.9176422953605652
4,0.5451675653457642,0.9217597842216492,0.5206041932106018,0.940728485584259
5,0.5501302480697632,0.9151238799095154,0.5572284460067749,0.901809573173523
6,0.5448832511901855,0.9224710464477539,0.5372284054756165,0.9152700901031494
7,0.5594746470451355,0.8969558477401733,0.539958119392395,0.9138217568397522
8,0.5685665011405945,0.886888861656189,0.5527216196060181,0.896965503692627
9,0.5663172602653503,0.8829398155212402,0.5562416911125183,0.8959610462188721
10,0.5772107839584351,0.8724113702774048,0.569259762763977,0.8917148113250732
11,0.580341637134552,0.8659906387329102,0.5641078352928162,0.8769980669021606
12,0.587235152721405,0.8600373864173889,0.5502310395240784,0.8972914814949036
13,0.5877681374549866,0.8589267730712891,0.5708140134811401,0.8751882314682007
14,0.5909052491188049,0.8535735607147217,0.5846701860427856,0.8586230278015137
15,0.5936875939369202,0.8473374247550964,0.570220410823822,0.8674413561820984
16,0.5985796451568604,0.8430467247962952,0.5759725570678711,0.864500105381012
17,0.6026763916015625,0.8368769884109497,0.5527642965316772,0.8857513070106506
18,0.6046910881996155,0.8347792625427246,0.5833951234817505,0.8640044331550598
19,0.607783854007721,0.8305603265762329,0.5903447270393372,0.8541458249092102
20,0.6096283197402954,0.828029215335846,0.5891255140304565,0.8605981469154358
21,0.6111390590667725,0.8259745836257935,0.5746310949325562,0.8608410954475403
22,0.6104561686515808,0.8226812481880188,0.5813557505607605,0.8679240942001343
23,0.6155612468719482,0.8188316226005554,0.5922986268997192,0.8668134212493896
24,0.6203736066818237,0.8131393790245056,0.5866990685462952,0.8696287870407104
