id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag,ra,dec,Gaia DR3,VSX
1,40.819372864788185,41.367339123845575,0.4103661488561148,-0.05764457583427429,-0.15613737264867658,25,0.0,3.163608198519796e-05,40.644283294677734,-4.02249867444583,88.79293694061995,7.407066547686714,Not found,alf Ori
